channel,relative_path,file_size_bytes,sha256,actor,emotion_code,emotion_name,intensity,statement,repetition,modality,vocal_channel,wav_samplerate,wav_frames,wav_channels,wav_subtype,read_status,error
song,Actor_23/03-02-04-01-01-01-23.wav,518154,6bca698d9d803c9ccdc9821f6d6283d4abbe76961413e4aa65908fa3eb80dc9a,23,4,sad,1,1,1,3,2,48000,237037,1,PCM_16,ok,
song,Actor_23/03-02-04-01-01-02-23.wav,524560,6fec2cc1701e839052f149433f758669681b83db7630faabb8fb78b7edebdbc5,23,4,sad,1,1,2,3,2,48000,240240,1,PCM_16,ok,
song,Actor_23/03-02-04-01-02-01-23.wav,511746,2f843ad914d71b279a670d96bd24255e402b1f5635fc03a390e89ab99708d1c5,23,4,sad,1,2,1,3,2,48000,233833,1,PCM_16,ok,
song,Actor_23/03-02-04-01-02-02-23.wav,534168,1d9aec36ee5973d153886d65629f19305a1d0536db2f87073558687721cdd4ce,23,4,sad,1,2,2,3,2,48000,245044,1,PCM_16,ok,
song,Actor_23/03-02-04-02-01-01-23.wav,591206,aa48be77b406614eff98e5cad4ffad4330d6572dca42928c5510ac7d501a6e4c,23,4,sad,2,1,1,3,2,48000,273873,1,PCM_16,ok,
song,Actor_23/03-02-04-02-01-02-23.wav,540576,985a99d51cb2aa27f15b5bfa384071d1ef4c43add6b8da19e01644720b9b0192,23,4,sad,2,1,2,3,2,48000,248248,1,PCM_16,ok,
song,Actor_23/03-02-04-02-02-01-23.wav,527708,ae91366ba509360d1cb43f741029eec0266a5dcf68e1c621400acfd9396a828f,23,4,sad,2,2,1,3,2,48000,241841,1,PCM_16,ok,
song,Actor_23/03-02-04-02-02-02-23.wav,546978,8063bc0d7351ef69faf8c1c327a5cbc8e1ad127bf8665ad9e2b19c6e8199ccf5,23,4,sad,2,2,2,3,2,48000,251451,1,PCM_16,ok,
song,Actor_23/03-02-05-01-01-01-23.wav,502134,8435ece6aac18b165539c40148259c092829ce0661eb23d8825b52f5bf292184,23,5,angry,1,1,1,3,2,48000,229028,1,PCM_16,ok,
song,Actor_23/03-02-05-01-01-02-23.wav,476512,12a7a90050f32b411df34cf4933847394c21ad4c21f3a95e94bada252ab6107d,23,5,angry,1,1,2,3,2,48000,216216,1,PCM_16,ok,
song,Actor_23/03-02-05-01-02-01-23.wav,489324,47b3e5a84205029cb73955f80da54560d2cb4efac4cc3f181ebfc3a804271785,23,5,angry,1,2,1,3,2,48000,222622,1,PCM_16,ok,
song,Actor_23/03-02-05-01-02-02-23.wav,495730,572aa536f981c7959dbc9e3732bd7ec7ef1cd3c58c8e3907c8d46d06ebfcb980,23,5,angry,1,2,2,3,2,48000,225825,1,PCM_16,ok,
song,Actor_23/03-02-05-02-01-01-23.wav,495732,d05db7d09fedd5cf09d1ceeeada212831a200d5c80859d1c05dce75595ed09d0,23,5,angry,2,1,1,3,2,48000,225826,1,PCM_16,ok,
song,Actor_23/03-02-05-02-01-02-23.wav,489324,d73472e3448a2ab1d66d43f0fa804a74777c7bf43360c958162006d8a7755a56,23,5,angry,2,1,2,3,2,48000,222622,1,PCM_16,ok,
song,Actor_23/03-02-05-02-02-01-23.wav,492528,46f7778c18c2145626297759593c63b176657bb152c1d49d13f1b0c684a12958,23,5,angry,2,2,1,3,2,48000,224224,1,PCM_16,ok,
song,Actor_23/03-02-05-02-02-02-23.wav,489324,6cc49cd4020760da413253ac025800c9eb9d27e8f456f79ec7e98f9376bd0c74,23,5,angry,2,2,2,3,2,48000,222622,1,PCM_16,ok,
song,Actor_23/03-02-06-01-01-01-23.wav,479716,8ad2e5e0c928f48a5bff4531d71f9dc115b7c88b522806a1d522ffca6820da88,23,6,fearful,1,1,1,3,2,48000,217818,1,PCM_16,ok,
song,Actor_23/03-02-06-01-01-02-23.wav,489326,63014b49ab7b53b7aa7cf2b9358defd235eb10f2e572aa3b13e6293051b6398b,23,6,fearful,1,1,2,3,2,48000,222623,1,PCM_16,ok,
song,Actor_23/03-02-06-01-02-01-23.wav,489324,723434bc16825e2c9fb9ab56327e9bb32ca6829e8991175b147056042103cf5a,23,6,fearful,1,2,1,3,2,48000,222622,1,PCM_16,ok,
song,Actor_23/03-02-06-01-02-02-23.wav,492528,78e7f9074248c07d7236d44f38de787ecd08121d38634bc020f0343ccc630697,23,6,fearful,1,2,2,3,2,48000,224224,1,PCM_16,ok,
song,Actor_23/03-02-06-02-01-01-23.wav,482918,2b54172c7e518a86db4dd903aa7fc9187ed1c54b6f39c7e514379134b412aa7f,23,6,fearful,2,1,1,3,2,48000,219419,1,PCM_16,ok,
song,Actor_23/03-02-06-02-01-02-23.wav,508546,831735ce682448de24f0885042faede07c745bf300b5252b9f75e1295b3fe82a,23,6,fearful,2,1,2,3,2,48000,232232,1,PCM_16,ok,
song,Actor_23/03-02-06-02-02-01-23.wav,489328,d557f0cb72d7e1315621c598007567a8f45713fb8f8ff6155f4d904de9c08345,23,6,fearful,2,2,1,3,2,48000,222623,1,PCM_16,ok,
song,Actor_23/03-02-06-02-02-02-23.wav,495734,9012f7bff3e8dde99d19ebdba626b06fc1f07ad7d5f9e317c9aa532f72269a9b,23,6,fearful,2,2,2,3,2,48000,225826,1,PCM_16,ok,
song,Actor_24/03-02-01-01-01-01-24.wav,960186,7960e59d9496668c03aaa8e54b87a7b0afb6f54ca22dd7c0f01e565ee66ecdd0,24,1,neutral,1,1,1,3,2,48000,229029,2,PCM_16,ok,
song,Actor_24/03-02-01-01-01-02-24.wav,498922,476dce3555618e4fb8802ed303a9d94b7818a418477bb3d3dab3461ccf0f64b0,24,1,neutral,1,1,2,3,2,48000,227427,1,PCM_16,ok,
song,Actor_24/03-02-01-01-02-01-24.wav,482904,e8895463c94dcc7dbc0587a217cb776ef40417d3c423db50a681f4fd120259ec,24,1,neutral,1,2,1,3,2,48000,219419,1,PCM_16,ok,
song,Actor_24/03-02-01-01-02-02-24.wav,481674,7c9388d5681300238b66d5ba97b128b517177b598c780d7d9c4dabc889812c89,24,1,neutral,1,2,2,3,2,48000,219419,1,PCM_16,ok,
song,Actor_24/03-02-02-01-01-01-24.wav,576410,32e6c9769f6ddd67e72f5fb895a66b117999d4a4b4b046038bca9013ab61c50c,24,2,calm,1,1,1,3,2,48000,265866,1,PCM_16,ok,
song,Actor_24/03-02-02-01-01-02-24.wav,598830,65fee0a29ce22eef5b8121b96defb6bb2092797f11efe22f508b085cf7b5add6,24,2,calm,1,1,2,3,2,48000,277076,1,PCM_16,ok,
song,Actor_24/03-02-02-01-02-01-24.wav,534158,aee65bdffd56a42343b86add91ffe5e70e208c4ff83e723c15251f42d5d5dd54,24,2,calm,1,2,1,3,2,48000,245045,1,PCM_16,ok,
song,Actor_24/03-02-02-01-02-02-24.wav,489312,f876ff0962334d241dffc26ac96c9be83596e9eb34774b7af820af85de36f7c9,24,2,calm,1,2,2,3,2,48000,222622,1,PCM_16,ok,
song,Actor_24/03-02-02-02-01-01-24.wav,530288,b68b6d03d2cee2dfcb9b1099e0a81d29dfcbfcb5814e9e74929c6e1c07d60e89,24,2,calm,2,1,1,3,2,48000,257857,1,PCM_16,ok,
song,Actor_24/03-02-02-02-01-02-24.wav,585412,1daed6305243a87ea3757b4d4bfd26365de301aeb7914032541cc364da64161f,24,2,calm,2,1,2,3,2,48000,270671,1,PCM_16,ok,
song,Actor_24/03-02-02-02-02-01-24.wav,562988,505c97075b058caa482b59ab25bf9d3287baa0a6dcd0c2965af3c5e659466de7,24,2,calm,2,2,1,3,2,48000,259459,1,PCM_16,ok,
song,Actor_24/03-02-02-02-02-02-24.wav,521348,756c794056371eface042f42c2767acc00a5e2177b29415f9c667b246b20a02a,24,2,calm,2,2,2,3,2,48000,238639,1,PCM_16,ok,
song,Actor_24/03-02-03-01-01-01-24.wav,508534,fe0b6e1c9937b3102e63dc70f7498415c7bd9e2ad154e4a5e5fd0d53309f9dfd,24,3,happy,1,1,1,3,2,48000,232232,1,PCM_16,ok,
song,Actor_24/03-02-03-01-01-02-24.wav,523316,67f9cf2d29019b604611390479ef29618804510c9a11f1b47cfff57af9f54195,24,3,happy,1,1,2,3,2,48000,240240,1,PCM_16,ok,
song,Actor_24/03-02-03-01-02-01-24.wav,454078,11467e773d4462a68004b90a859f22704e4fd10f7ee58cffc636bd8d8daad0de,24,3,happy,1,2,1,3,2,48000,205005,1,PCM_16,ok,
song,Actor_24/03-02-03-01-02-02-24.wav,489314,ece5ee2a64edb059229fe64a2784db833e3ff986ceba52a46efaf5055d537f3b,24,3,happy,1,2,2,3,2,48000,222622,1,PCM_16,ok,
song,Actor_24/03-02-03-02-01-01-24.wav,498928,d95193f208f9d2df0e8485a6a555fa6f7ac19fb3ebe01489c7f0e641700e9af2,24,3,happy,2,1,1,3,2,48000,227428,1,PCM_16,ok,
song,Actor_24/03-02-03-02-01-02-24.wav,518146,42a8f18c2f3c5fc0937f4ee70020f7ce61f083dc66e50649c2d7df6f85c18e96,24,3,happy,2,1,2,3,2,48000,237037,1,PCM_16,ok,
song,Actor_24/03-02-03-02-02-01-24.wav,518144,af24944d5f23ff69443536ed50e7cd45852fc4802700fc0b36d95b274cf6c293,24,3,happy,2,2,1,3,2,48000,237037,1,PCM_16,ok,
song,Actor_24/03-02-03-02-02-02-24.wav,492520,aa8b25be429ea9cb08d58905530a6455a878f88690f4e75079181c0467442fdd,24,3,happy,2,2,2,3,2,48000,224224,1,PCM_16,ok,
song,Actor_24/03-02-04-01-01-01-24.wav,508532,3b9593c5dc12e43777a32691f5de2efc72fc43957b0aeb98886096c7ce6d43cb,24,4,sad,1,1,1,3,2,48000,232232,1,PCM_16,ok,
song,Actor_24/03-02-04-01-01-02-24.wav,518146,868a71f7cd42a22e4739344487d4994d18fb107aeba52fb38f00723280d53d12,24,4,sad,1,1,2,3,2,48000,237037,1,PCM_16,ok,
song,Actor_24/03-02-04-01-02-01-24.wav,521350,44196ff59cec2e716f2a761b502ae59a89fd4a53160bffa3065e2bc025a62d7d,24,4,sad,1,2,1,3,2,48000,238639,1,PCM_16,ok,
song,Actor_24/03-02-04-01-02-02-24.wav,543772,6beda8414a0e6f7b1bef2c295948234a8383366174293778e2c980ab0effd46b,24,4,sad,1,2,2,3,2,48000,249850,1,PCM_16,ok,
song,Actor_24/03-02-04-02-01-01-24.wav,518146,fa6f83b6b5102e33a2b0ccca298c01ae643ba2b9aaf8a515d5b8da9f586c1e8c,24,4,sad,2,1,1,3,2,48000,237037,1,PCM_16,ok,
song,Actor_24/03-02-04-02-01-02-24.wav,518146,756ed4748b163a67b53b4df68c060f34c07471759848d03fb603d42df161e846,24,4,sad,2,1,2,3,2,48000,237037,1,PCM_16,ok,
song,Actor_24/03-02-04-02-02-01-24.wav,553382,623b0becee7edcbbad5641016b202f694eb2952d943ced256b62aef2480093c3,24,4,sad,2,2,1,3,2,48000,254655,1,PCM_16,ok,
song,Actor_24/03-02-04-02-02-02-24.wav,514942,2fe2898bfeb99d1c79f5a5c81df2235d709f7665fbcbfbc5bd3f082f275e306e,24,4,sad,2,2,2,3,2,48000,235435,1,PCM_16,ok,
song,Actor_24/03-02-05-01-01-01-24.wav,470094,4015ab6998629f1389fa3b19a3c7a7010293bfd7117e9471a1d3a3c47e1fba85,24,5,angry,1,1,1,3,2,48000,213013,1,PCM_16,ok,
song,Actor_24/03-02-05-01-01-02-24.wav,463688,7a1eb42d5c7fbb8b901cc7db90342921cf1d7e0a339497ae6674cc0ce1d7f2ca,24,5,angry,1,1,2,3,2,48000,209809,1,PCM_16,ok,
song,Actor_24/03-02-05-01-02-01-24.wav,502130,2103b883f4c52b2c77dee2a1c6535f99eb3b627d5f5a86f007a2257b93af2d34,24,5,angry,1,2,1,3,2,48000,229029,1,PCM_16,ok,
song,Actor_24/03-02-05-01-02-02-24.wav,457284,b442d26c720c82168018f6c0c3891fd00e2ea4472bfd36f62e2a9ac6989c3e7f,24,5,angry,1,2,2,3,2,48000,206606,1,PCM_16,ok,
song,Actor_24/03-02-05-02-01-01-24.wav,470094,4b61f9af67bbce600fa2d9f51463157281f6b10535fb09171d20d7ecf6219bb9,24,5,angry,2,1,1,3,2,48000,213012,1,PCM_16,ok,
song,Actor_24/03-02-05-02-01-02-24.wav,460486,3c26a545151d9adcdd8d1216bc578df3565312c67ed2f9741eba84c4250770c0,24,5,angry,2,1,2,3,2,48000,208208,1,PCM_16,ok,
song,Actor_24/03-02-05-02-02-01-24.wav,460486,9619540dfaa1389b315a24a2fc2c6eeb19c50de0e672312163c48af4bc1bf160,24,5,angry,2,2,1,3,2,48000,208208,1,PCM_16,ok,
song,Actor_24/03-02-05-02-02-02-24.wav,470082,a45254c75da552f48f367616702cc569f92839787f0e0febd9740048dbfa419a,24,5,angry,2,2,2,3,2,48000,213013,1,PCM_16,ok,
song,Actor_24/03-02-06-01-01-01-24.wav,479706,a4609dbc430474ddf11a20e95733554aa7940b661a5dc131ab3456639db1f669,24,6,fearful,1,1,1,3,2,48000,217818,1,PCM_16,ok,
song,Actor_24/03-02-06-01-01-02-24.wav,505330,aeb97a9ff1cb335041bfd230ab3957a099d29981260d05909af43869b1311734,24,6,fearful,1,1,2,3,2,48000,230630,1,PCM_16,ok,
song,Actor_24/03-02-06-01-02-01-24.wav,457284,11e4d1ae188db985c536646298f3953b7a86436682b45900f786f4d0e42fae87,24,6,fearful,1,2,1,3,2,48000,206607,1,PCM_16,ok,
song,Actor_24/03-02-06-01-02-02-24.wav,482908,ded514d22ef6a4cfbdaf01871ffe9e96b069008fa31b40762480bcdebdf5e7aa,24,6,fearful,1,2,2,3,2,48000,219419,1,PCM_16,ok,
song,Actor_24/03-02-06-02-01-01-24.wav,479704,9ae265898b56fa4b41a38760bcce3111a9ef6442d09dc4828a22996a61bd640f,24,6,fearful,2,1,1,3,2,48000,217817,1,PCM_16,ok,
song,Actor_24/03-02-06-02-01-02-24.wav,457282,a48ec6c1463d71c71143b54db4c7e39dd00bab39dadf66586a07d02a550732f7,24,6,fearful,2,1,2,3,2,48000,206606,1,PCM_16,ok,
song,Actor_24/03-02-06-02-02-01-24.wav,450878,f98fa0c1da3685cd63c5d19aaed9737a3b17dcaf0615ae1a93b9290232c86435,24,6,fearful,2,2,1,3,2,48000,203404,1,PCM_16,ok,
song,Actor_24/03-02-06-02-02-02-24.wav,470096,e45f90395ccd8fd8bf3f665fe44d986ae135fe10b8b6a27c8b47deec5e950cb7,24,6,fearful,2,2,2,3,2,48000,213013,1,PCM_16,ok,
speech,Actor_01/03-01-01-01-01-01-01.wav,375720,c467aad2ca80b089dbd4c2ba0dd16be508e4ce08230f46d36a208b859dc7fbac,1,1,neutral,1,1,1,3,1,48000,158558,1,PCM_16,ok,
speech,Actor_01/03-01-01-01-01-02-01.wav,379106,bdee67020559b789983fb4eb8b143e65e91f5b3d510afc2a9ba3bbb3360d3e47,1,1,neutral,1,1,2,3,1,48000,160160,1,PCM_16,ok,
speech,Actor_01/03-01-01-01-02-01-01.wav,372698,53970b4b7c4fd2a1efabeb74409dd06914e8c113d0e5cced4d9fceb036318739,1,1,neutral,1,2,1,3,1,48000,156956,1,PCM_16,ok,
speech,Actor_01/03-01-01-01-02-02-01.wav,363108,478cc0be62382c4c4615eded2d20482570f15eb6ee34606d0e0f13a568d2131f,1,1,neutral,1,2,2,3,1,48000,152152,1,PCM_16,ok,
speech,Actor_01/03-01-02-01-01-01-01.wav,399494,4c442cd4ea63c77b38adddcbd67c051e9476c8fff79ca555a677755c2d7f2c6a,1,2,calm,1,1,1,3,1,48000,169769,1,PCM_16,ok,
speech,Actor_01/03-01-02-01-01-02-01.wav,751848,57271aa6c5c22081f9bd560afb0605b122fd80e36796dc04bec1a67f2b62b41c,1,2,calm,1,1,2,3,1,48000,172972,2,PCM_16,ok,
speech,Actor_01/03-01-02-01-02-01-01.wav,396294,8ba7c44161ec9bec67c7ba25d531e4118f81578321686c02451e425f2dd3c0a7,1,2,calm,1,2,1,3,1,48000,168168,1,PCM_16,ok,
speech,Actor_01/03-01-02-01-02-02-01.wav,393086,ef76cad95e9a695009edff703deee1da15833743a801536b223ec4ffb8c51c0d,1,2,calm,1,2,2,3,1,48000,166567,1,PCM_16,ok,
speech,Actor_01/03-01-02-02-01-01-01.wav,415516,2b66015924416040ade81cd92deca032ec15fc53dfb73b0db80af268e0fa691b,1,2,calm,2,1,1,3,1,48000,177778,1,PCM_16,ok,
speech,Actor_01/03-01-02-02-01-02-01.wav,444344,d4fd63e69a155b00c978a7ed50d21b159d57a241dedc58d673ae16ccf4fa04c7,1,2,calm,2,1,2,3,1,48000,192192,1,PCM_16,ok,
speech,Actor_01/03-01-02-02-02-01-01.wav,463564,a5ebeece0c1d5cfb64fdefa0407191014b2540b1ebe766e951c3bf7298b60edc,1,2,calm,2,2,1,3,1,48000,201802,1,PCM_16,ok,
speech,Actor_01/03-01-02-02-02-02-01.wav,444344,64b4d14dbb2ff4c9656661a3ba8d09f0c5aa2a22a0acc4b083da877e85a1a3ef,1,2,calm,2,2,2,3,1,48000,192192,1,PCM_16,ok,
speech,Actor_01/03-01-03-01-01-01-01.wav,393094,db3035ff3b1dd243f0c63be0791514fae2762c941093dcef6ffdcb02cc013d14,1,3,happy,1,1,1,3,1,48000,166567,1,PCM_16,ok,
speech,Actor_01/03-01-03-01-01-02-01.wav,393092,074747121ec0b45290ee9c0f28350324e40af442afead70e641db4f7d1e1afa6,1,3,happy,1,1,2,3,1,48000,166566,1,PCM_16,ok,
speech,Actor_01/03-01-03-01-02-01-01.wav,399498,7733fbdc0ea79eb710e4a81031aa4e9cbd0b015de25a5babe1b0ee3fc4e0c03a,1,3,happy,1,2,1,3,1,48000,169769,1,PCM_16,ok,
speech,Actor_01/03-01-03-01-02-02-01.wav,415516,4d89c73d25a870901b10f002d419ff0403372d946293e051b6f6ada9069aa546,1,3,happy,1,2,2,3,1,48000,177778,1,PCM_16,ok,
speech,Actor_01/03-01-03-02-01-01-01.wav,412300,1bc1ae2f36d7fa7314a42f7d250cc346723e2ed3d455a3b0dc4a1dbb50917044,1,3,happy,2,1,1,3,1,48000,176176,1,PCM_16,ok,
speech,Actor_01/03-01-03-02-01-02-01.wav,409108,6f54c164f6c1ce34e5ec94b52749e9bb63a6adc3042eda9abb02f9aff847cb18,1,3,happy,2,1,2,3,1,48000,174574,1,PCM_16,ok,
speech,Actor_01/03-01-03-02-02-01-01.wav,437936,1198128784b8f851ee52ff21ad8f28e0c8a28feea19243b2c001b74efd0731c2,1,3,happy,2,2,1,3,1,48000,188988,1,PCM_16,ok,
speech,Actor_01/03-01-03-02-02-02-01.wav,437938,e0d180fa12e5d5199bde4b629805bf1168019e51494ae3d27a9635560a2f7a9b,1,3,happy,2,2,2,3,1,48000,188989,1,PCM_16,ok,
speech,Actor_01/03-01-04-01-01-01-01.wav,428338,217c63ffd1b13eaa258c827c56acfcde592bed80c4809e158c755c284de2511a,1,4,sad,1,1,1,3,1,48000,184184,1,PCM_16,ok,
speech,Actor_01/03-01-04-01-01-02-01.wav,402714,9c6bde015cb897b5ef6e37e8e5895a84635a6662ca515e762e9715b04a4d4cdc,1,4,sad,1,1,2,3,1,48000,171371,1,PCM_16,ok,
speech,Actor_01/03-01-04-01-02-01-01.wav,396306,ee8d71ab08e246729098d4277f2d6643287c2cfa9b8a09606a6761a58875fa8f,1,4,sad,1,2,1,3,1,48000,168168,1,PCM_16,ok,
speech,Actor_01/03-01-04-01-02-02-01.wav,383494,b93d8c5458f0e32071405d0499c33982d819637323b04e014b04d83b7dcccc04,1,4,sad,1,2,2,3,1,48000,161762,1,PCM_16,ok,
speech,Actor_01/03-01-04-02-01-01-01.wav,425138,a617ba3cf207d2f22742a0b180c864c6311dc82b00944b7dab110b7ebf99e292,1,4,sad,2,1,1,3,1,48000,182582,1,PCM_16,ok,
speech,Actor_01/03-01-04-02-01-02-01.wav,415530,35d3232f8c00b92b71dd34bea881d245df124e4f0784f7c135781acffe824511,1,4,sad,2,1,2,3,1,48000,177778,1,PCM_16,ok,
speech,Actor_01/03-01-04-02-02-01-01.wav,418734,e4500d8ebbf3b5e4d090711ed165b096a963906edac733f140063f37e51e9a51,1,4,sad,2,2,1,3,1,48000,179380,1,PCM_16,ok,
speech,Actor_01/03-01-04-02-02-02-01.wav,418732,feb72c843718f1e3b8ae7918419416e03385eeb55226f6262cd3fc48bb216626,1,4,sad,2,2,2,3,1,48000,179379,1,PCM_16,ok,
speech,Actor_01/03-01-05-01-01-01-01.wav,431546,c9b2cfb8f3ed7153aa56b0a198ba0b81d9bae41c859c93f490b8c550b7c4cf97,1,5,angry,1,1,1,3,1,48000,185786,1,PCM_16,ok,
speech,Actor_01/03-01-05-01-01-02-01.wav,437952,34adc22d8a19200194c2b8a08e06201234d87be5682bbe6267bdf073aaf0ab27,1,5,angry,1,1,2,3,1,48000,188989,1,PCM_16,ok,
speech,Actor_01/03-01-05-01-02-01-01.wav,396310,81d4b5010bfbea54ae10b6ffa1068f9b5ae3f1ae1410eb1a97b8f6f9403d9353,1,5,angry,1,2,1,3,1,48000,168168,1,PCM_16,ok,
speech,Actor_01/03-01-05-01-02-02-01.wav,418732,4939ee1a2d83c127e07ac0bfcf4178d375c4e0688a6daee2f656864b52e3a1a0,1,5,angry,1,2,2,3,1,48000,179379,1,PCM_16,ok,
speech,Actor_01/03-01-05-02-01-01-01.wav,455342,ba4d1f678784d9656239885413edd9699696f08f9a6e800619eed975ad7a98d6,1,5,angry,2,1,1,3,1,48000,196997,1,PCM_16,ok,
speech,Actor_01/03-01-05-02-01-02-01.wav,479606,745fd4153bf84d01560afc663decbe2f06f28c6fdca31078c94d9697606391a8,1,5,angry,2,1,2,3,1,48000,209810,1,PCM_16,ok,
speech,Actor_01/03-01-05-02-02-01-01.wav,457178,c1db52e1172cf1040eba230f01a679c48e4e06e09b7dd76323aad9f5c3b8519b,1,5,angry,2,2,1,3,1,48000,198598,1,PCM_16,ok,
speech,Actor_01/03-01-05-02-02-02-01.wav,486012,1c45eaf416533b088663e65d5ded05b139f892f6114ef3c5b6091d736af5fb01,1,5,angry,2,2,2,3,1,48000,213013,1,PCM_16,ok,
speech,Actor_01/03-01-06-01-01-01-01.wav,412342,a2c792f3c5733f4469ae01c526833c22f3e14cbf145fab47f4d22e56f9552cdb,1,6,fearful,1,1,1,3,1,48000,176176,1,PCM_16,ok,
speech,Actor_01/03-01-06-01-01-02-01.wav,409140,b5228ae44a99e1081e2732122666c79b1852ffd8b1debdaf98c12258140c8b17,1,6,fearful,1,1,2,3,1,48000,174575,1,PCM_16,ok,
speech,Actor_01/03-01-06-01-02-01-01.wav,389916,10fe698e7276dc4b180b79ef73989c3b347b026ef32ae0b5f5ddcac894e2f7f6,1,6,fearful,1,2,1,3,1,48000,164965,1,PCM_16,ok,
speech,Actor_01/03-01-06-01-02-02-01.wav,415544,b385602ec6ab15b6c0341af1bcd35929e1190823c1d2cd34ed71ca10f49baf6f,1,6,fearful,1,2,2,3,1,48000,177777,1,PCM_16,ok,
speech,Actor_01/03-01-06-02-01-01-01.wav,540470,6b0752471c17ea8dfbdbbf9c976da3560c402ad2ca012704bea5b5b52dd00201,1,6,fearful,2,1,1,3,1,48000,240240,1,PCM_16,ok,
speech,Actor_01/03-01-06-02-01-02-01.wav,466786,53759ee327ffe65399c1b4d0a0fba3632a01d3fb2ebb5856f2dcc9a1d80afcd9,1,6,fearful,2,1,2,3,1,48000,203403,1,PCM_16,ok,
speech,Actor_01/03-01-06-02-02-01-01.wav,441170,509626a3a63b3ce34ae6496daf5067fd42e48b8d074dd1ee605f01b4eaa77346,1,6,fearful,2,2,1,3,1,48000,190590,1,PCM_16,ok,
speech,Actor_01/03-01-06-02-02-02-01.wav,434766,027c7f5e7a84e37332206cad278ede9fcce8447187c6f712b8d6d45c27680dcf,1,6,fearful,2,2,2,3,1,48000,187388,1,PCM_16,ok,
speech,Actor_02/03-01-01-01-01-01-02.wav,410114,e343477557ff71c099c7a71ef70ff65158fcab232a56ee23bd231319a0f2c845,2,1,neutral,1,1,1,3,1,48000,174574,1,PCM_16,ok,
speech,Actor_02/03-01-01-01-01-02-02.wav,406912,a60634e1545dfec9ed00cac5d3ebe2cb9808175884c02aa72a6e61cbb81167dd,2,1,neutral,1,1,2,3,1,48000,172973,1,PCM_16,ok,
speech,Actor_02/03-01-01-01-02-01-02.wav,422926,bf8422b8ff263607a9264f15f1db6e979aba70c7b0966c283fbf0e9ad92d424e,2,1,neutral,1,2,1,3,1,48000,180980,1,PCM_16,ok,
speech,Actor_02/03-01-01-01-02-02-02.wav,406910,e093a927ecabc6618a13db9a7b23bb742ffb85ae1405ef636f34fe18b5ac0b38,2,1,neutral,1,2,2,3,1,48000,172972,1,PCM_16,ok,
speech,Actor_02/03-01-02-01-01-01-02.wav,429350,7b43258db0818fccf82884d54bb1f36e7501308acc99e1f2bc05fa1da10d3899,2,2,calm,1,1,1,3,1,48000,184184,1,PCM_16,ok,
speech,Actor_02/03-01-02-01-01-02-02.wav,445370,d4b8363d0c65c9f61e7cb20cc725e24b6e64c608d224c21a2bbfaad30b8e487b,2,2,calm,1,1,2,3,1,48000,192192,1,PCM_16,ok,
speech,Actor_02/03-01-02-01-02-01-02.wav,429354,f51a66b9bc696cd5891f566edddbd0651af12347fe74f95a2c97df42bc3c0934,2,2,calm,1,2,1,3,1,48000,184184,1,PCM_16,ok,
speech,Actor_02/03-01-02-01-02-02-02.wav,442166,2bcada99818df62ec0cbe2e23ff0ebf3fbf112ab04805e265a7bfe7d7a6d7354,2,2,calm,1,2,2,3,1,48000,190590,1,PCM_16,ok,
speech,Actor_02/03-01-02-02-01-01-02.wav,458184,59eeaaceed8c8e8ad89d5c5c5164a064cb425c724cf71f7d0546001da9a81531,2,2,calm,2,1,1,3,1,48000,198599,1,PCM_16,ok,
speech,Actor_02/03-01-02-02-01-02-02.wav,448574,cf81009e63d704c500ab9ee481be6b1aabe268ed5ce78b34ffd984d76c45457e,2,2,calm,2,1,2,3,1,48000,193794,1,PCM_16,ok,
speech,Actor_02/03-01-02-02-02-01-02.wav,454980,3f6b579ef647c2611a50ba88dc9910d18e28f5c9b18509caaa66e853a069d9c3,2,2,calm,2,2,1,3,1,48000,196997,1,PCM_16,ok,
speech,Actor_02/03-01-02-02-02-02-02.wav,454980,909613c25f4bb82a4ee759fd30b3dad44fc331b6c5830e909e4e2c5fb53054a4,2,2,calm,2,2,2,3,1,48000,196997,1,PCM_16,ok,
speech,Actor_02/03-01-03-01-01-01-02.wav,406932,4654ca86da9f02b60a5ab11b69f1ed0dbc9cd1caae1a02455f8918c46bb7fd2e,2,3,happy,1,1,1,3,1,48000,172973,1,PCM_16,ok,
speech,Actor_02/03-01-03-01-01-02-02.wav,416540,9a3c41ce92315e8727bee09cd7c4775d12b6d86fea5f7c20f5d90eb076a248d7,2,3,happy,1,1,2,3,1,48000,177777,1,PCM_16,ok,
speech,Actor_02/03-01-03-01-02-01-02.wav,422948,3e9668459238b80ac2b1c7b5ffe3d97c5382dcd60a7975d87fc4864b9c39e067,2,3,happy,1,2,1,3,1,48000,180981,1,PCM_16,ok,
speech,Actor_02/03-01-03-01-02-02-02.wav,419746,bd18aaec8b3ab71778f167b1c6f0ae4c9ff726946fa401b6681853055efeda01,2,3,happy,1,2,2,3,1,48000,179380,1,PCM_16,ok,
speech,Actor_02/03-01-03-02-01-01-02.wav,416542,5269349f2129a0d1d1bb44262c6976e6629db2f258456af3d21014c1e9e2a681,2,3,happy,2,1,1,3,1,48000,177778,1,PCM_16,ok,
speech,Actor_02/03-01-03-02-01-02-02.wav,413338,b338fb93d6fa3bb726a726e3c5747bf7d1ba55849f21cd92b7c5ce0d596a639c,2,3,happy,2,1,2,3,1,48000,176176,1,PCM_16,ok,
