sample_index,corpus,relative_path,bytes,sha256,speaker,sex,label,label_index,sentence,take,intensity
691,ravdess,Actor_12/03-01-05-01-02-02-12.wav,444574,419410bd95b0fa2772a876d18bf5512fa38927d804dd35c986506b187c28eb74,12,F,angry,4,S2,R2,normal
692,ravdess,Actor_12/03-01-05-02-01-01-12.wav,396526,9a124520cc706844b94db4e260d6b242fd868e9a1921b5abd6d5239c5d57178e,12,F,angry,4,S1,R1,strong
693,ravdess,Actor_12/03-01-05-02-01-02-12.wav,399730,0568c0d621a447b9aeabe3256d45979d4c9cb4989d7bae7422047635f5149657,12,F,angry,4,S1,R2,strong
694,ravdess,Actor_12/03-01-05-02-02-01-12.wav,412544,af48dd3ffd1136500889c55276bc945478fec48b779048ce503b1b2fc0c96a32,12,F,angry,4,S2,R1,strong
695,ravdess,Actor_12/03-01-05-02-02-02-12.wav,415746,ecbc3a3b4e28b9bcd0edc8d19f6b6e5a829badd7e0558c4792b07429a6676a9c,12,F,angry,4,S2,R2,strong
696,ravdess,Actor_12/03-01-06-01-01-01-12.wav,374104,e37f82a8c0781f3c2b379004e336f006007a019683dc40b8865b1b89915adfaa,12,F,fearful,5,S1,R1,normal
697,ravdess,Actor_12/03-01-06-01-01-02-12.wav,383712,8dbcaacf42b53531b67c5a25c5833a59438d0fb41474be393ebc677b364e5383,12,F,fearful,5,S1,R2,normal
698,ravdess,Actor_12/03-01-06-01-02-01-12.wav,370900,c95392c993e6bb04e01c0f2eba43cdedf0802377c6b71b52b52d5335fbada3cf,12,F,fearful,5,S2,R1,normal
699,ravdess,Actor_12/03-01-06-01-02-02-12.wav,354886,59d2074c24ff0a564c37305ea53d90f83fb477aa7fffb065de34d8a84423e0ed,12,F,fearful,5,S2,R2,normal
700,ravdess,Actor_12/03-01-06-02-01-01-12.wav,406134,90b89b3f8c584ddfe7db250414ac2803f6c235f2582c853395e5a9859d3281fb,12,F,fearful,5,S1,R1,strong
701,ravdess,Actor_12/03-01-06-02-01-02-12.wav,402930,463601c96a94a76f99da787b3c6614821678dcb746b2f947ca9fc94a51f02daa,12,F,fearful,5,S1,R2,strong
702,ravdess,Actor_12/03-01-06-02-02-01-12.wav,380510,dff5e31fee983e039c5e236163c6e33689a559a147d7b0187ab953f215f1c4cb,12,F,fearful,5,S2,R1,strong
703,ravdess,Actor_12/03-01-06-02-02-02-12.wav,399728,5cbf0b4cf547279a83e1ef77824129bfce4bdf2480e3ca34f2db93549f2e4be6,12,F,fearful,5,S2,R2,strong
704,ravdess,Actor_12/03-01-07-01-01-01-12.wav,406132,e7b85e3bf5d0fbb41d5e110499f20f0f3a14f6bf224a2f380c25544064a69dfc,12,F,disgust,6,S1,R1,normal
705,ravdess,Actor_12/03-01-07-01-01-02-12.wav,402930,0245b563d5b3e0a16c73cdcdc2fd29bb0708f3a8f21c5c498f773df8f1818428,12,F,disgust,6,S1,R2,normal
706,ravdess,Actor_12/03-01-07-01-02-01-12.wav,393320,0689c0404e4a50307e8c083a66a2b2b9720423aed6742a450480721015a94761,12,F,disgust,6,S2,R1,normal
707,ravdess,Actor_12/03-01-07-01-02-02-12.wav,402930,4b5e1cf0b170da4e30e456b1f08a107974645b3a4094aa27b480d3f7cea001eb,12,F,disgust,6,S2,R2,normal
708,ravdess,Actor_12/03-01-07-02-01-01-12.wav,428556,90405675a9e43d405463888f760586162bd442246b0381ea855c2a7dbe3aa9c9,12,F,disgust,6,S1,R1,strong
709,ravdess,Actor_12/03-01-07-02-01-02-12.wav,483008,a8634842298004b75f6f6c41e82211ae1bf87b71ae2b8a51ec167b3b19e65269,12,F,disgust,6,S1,R2,strong
710,ravdess,Actor_12/03-01-07-02-02-01-12.wav,450978,1690897dff5b84b5ab9f6bdf9190f60a932a36718418a8d2b23263cc078718f4,12,F,disgust,6,S2,R1,strong
711,ravdess,Actor_12/03-01-07-02-02-02-12.wav,428556,956c7f511055775c1af4b5f1a63cee273d8b391322936c99e7683adf77091402,12,F,disgust,6,S2,R2,strong
712,ravdess,Actor_12/03-01-08-01-01-01-12.wav,386918,b63d2f3c840e02d0870d8f5317018c7b236543ecb621e2fb766c1502ee7b15fd,12,F,surprised,7,S1,R1,normal
713,ravdess,Actor_12/03-01-08-01-01-02-12.wav,396526,957c530b130a4093d7dbe241acd7d9a624b9fcd0f257566f19be1b5c840925fe,12,F,surprised,7,S1,R2,normal
714,ravdess,Actor_12/03-01-08-01-02-01-12.wav,383714,84560a6b0d28ecfad807b6f216fac4d36108253cc0c1b411aec7ae9adfb0fcb9,12,F,surprised,7,S2,R1,normal
715,ravdess,Actor_12/03-01-08-01-02-02-12.wav,393324,cbb951592af0773e2e31429228504179daf71d031e2237cb3e0edb3ce4f3ae8e,12,F,surprised,7,S2,R2,normal
716,ravdess,Actor_12/03-01-08-02-01-01-12.wav,402932,a0e18a0edbab00b1a066088ff6cf7d5061eeba7ed764ec4ebf36ac0c748cb7f5,12,F,surprised,7,S1,R1,strong
717,ravdess,Actor_12/03-01-08-02-01-02-12.wav,406136,5348e84c4d60630c999e27e544c2a80b673721c5cb40db7bab8e46d573ca2925,12,F,surprised,7,S1,R2,strong
718,ravdess,Actor_12/03-01-08-02-02-01-12.wav,406128,accd314cf05279a00348d3a239408dadc42d4c1824e60cce04a49dd21297f960,12,F,surprised,7,S2,R1,strong
719,ravdess,Actor_12/03-01-08-02-02-02-12.wav,399730,9daee303d15a4b8a6b9658d88c9e387ba0ea79eaa9b2e1a01c2f5484a9f60a48,12,F,surprised,7,S2,R2,strong
720,ravdess,Actor_13/03-01-01-01-01-01-13.wav,353474,215ef4c1de0e9419d5ba04c8b9e19b674a460f9463a4d259020b924a660a6a76,13,M,neutral,0,S1,R1,normal
721,ravdess,Actor_13/03-01-01-01-01-02-13.wav,356852,a230e375d23fb9feecf226a118aeb13f716a3b06276df813009ccade659ffe41,13,M,neutral,0,S1,R2,normal
722,ravdess,Actor_13/03-01-01-01-02-01-13.wav,344040,06726406fc403ba878c5825af8e83ed5a6cda3be8a3037f5c4441e55d9bd5606,13,M,neutral,0,S2,R1,normal
723,ravdess,Actor_13/03-01-01-01-02-02-13.wav,350452,1c7f9e7a923e914ccf316a065a85dfa1dbe08a8ecbd0e32c64d7b87dc2923412,13,M,neutral,0,S2,R2,normal
724,ravdess,Actor_13/03-01-02-01-01-01-13.wav,366500,ee6d49d7952894421fa5aa25f624e84cbf1c411348503622adc622ac117b4625,13,M,calm,1,S1,R1,normal
725,ravdess,Actor_13/03-01-02-01-01-02-13.wav,353688,5822213dce30b21a1e8f1e0821599c13b553b5250d66b598f36b86194f34cdf0,13,M,calm,1,S1,R2,normal
726,ravdess,Actor_13/03-01-02-01-02-01-13.wav,350484,843133f6d3d6ca202ae50b970d2f7c94720c4a87d34331ba867b0584882d8163,13,M,calm,1,S2,R1,normal
727,ravdess,Actor_13/03-01-02-01-02-02-13.wav,331264,a8392336250924db7a147cb45386daedce3d811894f363db73d807253997e462,13,M,calm,1,S2,R2,normal
728,ravdess,Actor_13/03-01-02-02-01-01-13.wav,350484,5f1925541d5d44335f05d70f2ee2e90bfdea886e3da71057febb90836a01e616,13,M,calm,1,S1,R1,strong
729,ravdess,Actor_13/03-01-02-02-01-02-13.wav,356892,a70c666f38907ee0e69f4bd4be3c60ea7b16f076f5516b2060cc24e02d72c2af,13,M,calm,1,S1,R2,strong
730,ravdess,Actor_13/03-01-02-02-02-01-13.wav,337672,8d1d9b4650a072c8ea9bc5c7ab4c7e83db3b25f2587a454376e862fcd58cad21,13,M,calm,1,S2,R1,strong
731,ravdess,Actor_13/03-01-02-02-02-02-13.wav,340874,11c356ffef415a4689ac9396c1b18a093eef27d74bc959781c96016e77a4da6f,13,M,calm,1,S2,R2,strong
732,ravdess,Actor_13/03-01-03-01-01-01-13.wav,360094,35a47e559a1c647268c87a23d748fd6cd7ea82dde5201444a1f962ba376a2358,13,M,happy,2,S1,R1,normal
733,ravdess,Actor_13/03-01-03-01-01-02-13.wav,356892,6e436824becedab50be9a905928187d059ccc0f7a197ba8ca41f21f3d61766f3,13,M,happy,2,S1,R2,normal
734,ravdess,Actor_13/03-01-03-01-02-01-13.wav,350486,aa2bd6d73ddd6c804deb4f24c6388499f53520384f289d11def9a4cd1e80d88f,13,M,happy,2,S2,R1,normal
735,ravdess,Actor_13/03-01-03-01-02-02-13.wav,356892,487fa927d6baa9c44213da603bf9b17bc3393cef24d7797482df8020e0f51bc0,13,M,happy,2,S2,R2,normal
736,ravdess,Actor_13/03-01-03-02-01-01-13.wav,379314,ab80b3fe792ce05758b3fa1ee99397771b68b8bf8e73ccfff694352f28b0daf9,13,M,happy,2,S1,R1,strong
737,ravdess,Actor_13/03-01-03-02-01-02-13.wav,395322,36bed841d4a6c892eccda3c4e9742021210ab23c0e9649d50ecdaaaf64463912,13,M,happy,2,S1,R2,strong
738,ravdess,Actor_13/03-01-03-02-02-01-13.wav,372904,13d987172a636e7e44e60566d18f3420a1f1659899598a4eff9897dd9da85df0,13,M,happy,2,S2,R1,strong
739,ravdess,Actor_13/03-01-03-02-02-02-13.wav,369702,71a940182211e11e6c868e9749e012ee0b43dde36cdef617e6e61003ebb87cdf,13,M,happy,2,S2,R2,strong
740,ravdess,Actor_13/03-01-04-01-01-01-13.wav,392092,e38e2b5956ea85f12cfd6e9035dd2982e32f5194caf605578ad6d52b2ab9bc1a,13,M,sad,3,S1,R1,normal
741,ravdess,Actor_13/03-01-04-01-01-02-13.wav,388888,3e7072dbbd86b607615652ec6abd84e3e5ee738b09717d6eae02992788bdb26d,13,M,sad,3,S1,R2,normal
742,ravdess,Actor_13/03-01-04-01-02-01-13.wav,379284,1f99d28533ad8b40b6d1532aa000cd253584dcd18592cb0c394fbfa3e85ad08b,13,M,sad,3,S2,R1,normal
743,ravdess,Actor_13/03-01-04-01-02-02-13.wav,372878,fac7817ce1cd3c092e21d82733bcc9defdc944c29d8afad120050d5504fc4e00,13,M,sad,3,S2,R2,normal
744,ravdess,Actor_13/03-01-04-02-01-01-13.wav,369670,8f4ea349184cfa0a1f992e3407e306b25cb4536f40370471f17f58226a86ce0e,13,M,sad,3,S1,R1,strong
745,ravdess,Actor_13/03-01-04-02-01-02-13.wav,366466,d6f3b32a60031c31cfea39dade35614d5e6aa3cfa726702afdea0e354c43b15c,13,M,sad,3,S1,R2,strong
746,ravdess,Actor_13/03-01-04-02-02-01-13.wav,379280,b6142ae295ce99d627ce48452ff05640a5126b552949b371db4915b46c65a6a7,13,M,sad,3,S2,R1,strong
747,ravdess,Actor_13/03-01-04-02-02-02-13.wav,356856,ec10f2d58f999574fddadb2618ee0c17f75d39e7104624e2c1814653e33ab6d9,13,M,sad,3,S2,R2,strong
748,ravdess,Actor_13/03-01-05-01-01-01-13.wav,379290,a011fd3d87160f3941ec636d291d2ff94d520d4b495f66bff31c855b4c36901f,13,M,angry,4,S1,R1,normal
749,ravdess,Actor_13/03-01-05-01-01-02-13.wav,388898,d419e3acb8515a327b1c7df4ed84df56ace167be4b1b38781ff4a2066dcf1168,13,M,angry,4,S1,R2,normal
750,ravdess,Actor_13/03-01-05-01-02-01-13.wav,395306,742638b3ec34e652b35a41caa3079749463cab302186528a50d085b41e0e2dfe,13,M,angry,4,S2,R1,normal
751,ravdess,Actor_13/03-01-05-01-02-02-13.wav,372882,6544a46195420442066788b6e1026da51d4de771974b477990253b271e7511b6,13,M,angry,4,S2,R2,normal
752,ravdess,Actor_13/03-01-05-02-01-01-13.wav,401712,4c2930872328fbc0dcdcaf2ad9946c5ffeff6bfbd32d957f4b87e9a8e60e7dd9,13,M,angry,4,S1,R1,strong
753,ravdess,Actor_13/03-01-05-02-01-02-13.wav,459370,fc44f216907f7888231deb6a3a929d8eac826b8e682b53d1ab7880e42179c78b,13,M,angry,4,S1,R2,strong
754,ravdess,Actor_13/03-01-05-02-02-01-13.wav,392096,3410efb7df9920d72c12f4d30b48c79cc6260ff63060347690df468fb4f9d760,13,M,angry,4,S2,R1,strong
755,ravdess,Actor_13/03-01-05-02-02-02-13.wav,449760,e94c2095323b263b6959fcc424838e8e3903440a5b1e078b218abd65b13ca289,13,M,angry,4,S2,R2,strong
756,ravdess,Actor_13/03-01-06-01-01-01-13.wav,350464,70391eb2bf9a94a1d4ed265247da66143f89a1600c95f6ec1bb70b5baa0257a9,13,M,fearful,5,S1,R1,normal
757,ravdess,Actor_13/03-01-06-01-01-02-13.wav,353656,bd53c88d361b9809a7df1c8547fd75a1d90ca0474d8ed9d72ecd4e5e8e66e93f,13,M,fearful,5,S1,R2,normal
758,ravdess,Actor_13/03-01-06-01-02-01-13.wav,356870,82ba98c9bf28108a140eb81bc7ae0cb4bb518f620963a10243f3ae94b7abb328,13,M,fearful,5,S2,R1,normal
759,ravdess,Actor_13/03-01-06-01-02-02-13.wav,360068,e3ca7aa768ae641c2af4871d30f8938c7ac9c1bf3a7e64ecd32412ce13421fc5,13,M,fearful,5,S2,R2,normal
760,ravdess,Actor_13/03-01-06-02-01-01-13.wav,372882,5c0cc039539dc171ca17ca6ae02e7f6ef1872307220e534fb4cea8d0ec5a9953,13,M,fearful,5,S1,R1,strong
761,ravdess,Actor_13/03-01-06-02-01-02-13.wav,363272,1038fac0739fd471d9e25eef1f2aeca39444315110d9ecb65e7140e5ded58ab0,13,M,fearful,5,S1,R2,strong
762,ravdess,Actor_13/03-01-06-02-02-01-13.wav,385694,dff50335056d2a959efb67910c3608847793aafccb31b55d7addea68f255646c,13,M,fearful,5,S2,R1,strong
763,ravdess,Actor_13/03-01-06-02-02-02-13.wav,356866,e4b546e302ee22a9fa8c3134031f6109b80870e123ee102c647afc3bf2506d54,13,M,fearful,5,S2,R2,strong
764,ravdess,Actor_13/03-01-07-01-01-01-13.wav,350458,f037007ad6da1a35ea56c6bf485e2fa3af23a8ac1f5343d57dc69c123283eb38,13,M,disgust,6,S1,R1,normal
765,ravdess,Actor_13/03-01-07-01-01-02-13.wav,353662,aef3b04dd98803ff2693ea4e792e13b5fa89947b06b71bb7b6ce695069750ab0,13,M,disgust,6,S1,R2,normal
766,ravdess,Actor_13/03-01-07-01-02-01-13.wav,363272,a8a57d5751b5bac216a6264fd99f86c180c35cc6720006ef0095bc4b94cb7788,13,M,disgust,6,S2,R1,normal
767,ravdess,Actor_13/03-01-07-01-02-02-13.wav,360068,0fc9fb212de163870de9671f51c67702aab9238d9fd261348f67b828f975c59c,13,M,disgust,6,S2,R2,normal
768,ravdess,Actor_13/03-01-07-02-01-01-13.wav,376088,1a66dcacedab9ef035c7f4fa456d11f7fd932ef17d560be19499db82de43353e,13,M,disgust,6,S1,R1,strong
769,ravdess,Actor_13/03-01-07-02-01-02-13.wav,404916,0dab7ff82f1078ab0f7988ea0b863dfc979177bbf55b5c310a255af72a971f2e,13,M,disgust,6,S1,R2,strong
770,ravdess,Actor_13/03-01-07-02-02-01-13.wav,376110,0cae195dd406004360da11e037a83c00e037a3037565e772b89fd2566b5148db,13,M,disgust,6,S2,R1,strong
771,ravdess,Actor_13/03-01-07-02-02-02-13.wav,379308,618d01c93682f7fb60865ab6ac6bf242c39e9e61a12ea8afc348ead7c2297a85,13,M,disgust,6,S2,R2,strong
772,ravdess,Actor_13/03-01-08-01-01-01-13.wav,376084,eaab5be9c82d56e59acdb29a8f6cea6e4c23078d53570cc2f14ff520d5389da1,13,M,surprised,7,S1,R1,normal
773,ravdess,Actor_13/03-01-08-01-01-02-13.wav,350482,650399219c463f3d8a01334fa93faf94af016a4cdca4f7468094085b8aadb618,13,M,surprised,7,S1,R2,normal
774,ravdess,Actor_13/03-01-08-01-02-01-13.wav,350484,2bdf3fd7ce5c582004ab17b91803df127b6a5928cff027ac9c16302374b7ccd0,13,M,surprised,7,S2,R1,normal
775,ravdess,Actor_13/03-01-08-01-02-02-13.wav,340874,7b1145d239852f3a3b96fe4cbcf32e3ceac8ebfd6bd94221661983c084b798d7,13,M,surprised,7,S2,R2,normal
776,ravdess,Actor_13/03-01-08-02-01-01-13.wav,369680,1714e79abf8c42f0051780028f1cc1d68aa9c691f08367c6d2eb82c032cdeec3,13,M,surprised,7,S1,R1,strong
777,ravdess,Actor_13/03-01-08-02-01-02-13.wav,366498,96b99387d88528a8737b6b65361667e2a3bf2e8f7f3b2f803e2cf31c5d0de271,13,M,surprised,7,S1,R2,strong
778,ravdess,Actor_13/03-01-08-02-02-01-13.wav,369702,a131a3c4bc6fe500fcfe4944b52fb86a23546f5f9d0e2cf86ca980e9e5d018d9,13,M,surprised,7,S2,R1,strong
779,ravdess,Actor_13/03-01-08-02-02-02-13.wav,365308,bef34bff77d7966159b4041fee819ddacf0d6f01bfdb777bcc931029eddc9caa,13,M,surprised,7,S2,R2,strong
780,ravdess,Actor_14/03-01-01-01-01-01-14.wav,394090,1b2e8e275c9c93d3acc3a7ac0ee28525c1117ce071a38430c929703ffbb99ec8,14,F,neutral,0,S1,R1,normal
781,ravdess,Actor_14/03-01-01-01-01-02-14.wav,381282,a99217dd350cdf9c9dcbce40f9a2825066a0d88754dcb2eff04efe11d6336fe2,14,F,neutral,0,S1,R2,normal
782,ravdess,Actor_14/03-01-01-01-02-01-14.wav,393890,704ce80e043732dc899d94edbdc14acca8c3ad20eac877bb65e636959c09bcd5,14,F,neutral,0,S2,R1,normal
783,ravdess,Actor_14/03-01-01-01-02-02-14.wav,403700,30716edc46475f2f427c595fbeaf2173cfba83fecd9a0f3d82cfaefacf43a095,14,F,neutral,0,S2,R2,normal
784,ravdess,Actor_14/03-01-02-01-01-01-14.wav,419754,348c3a5cc002ee9b6f585e44c1a40c203f4b077b040f73df6780bac25b837c2c,14,F,calm,1,S1,R1,normal
785,ravdess,Actor_14/03-01-02-01-01-02-14.wav,403738,de37ac47505ba2e5263b3521ce06d975c5673674756b7850975e48904eeacc30,14,F,calm,1,S1,R2,normal
786,ravdess,Actor_14/03-01-02-01-02-01-14.wav,387724,0ca0bc8b57114ddb424cac73d29d9ef931fa06f02cbb4cfd1c0174ad3aae396f,14,F,calm,1,S2,R1,normal
787,ravdess,Actor_14/03-01-02-01-02-02-14.wav,397332,6adcc56daea066906c772a002bedb64902f549f5c7be400f1cc238c1f8f39f69,14,F,calm,1,S2,R2,normal
788,ravdess,Actor_14/03-01-02-02-01-01-14.wav,432538,8516f9f523e0cbff008ff82bda4a357586143b82eabf3832bb9fed789dc4f45c,14,F,calm,1,S1,R1,strong
789,ravdess,Actor_14/03-01-02-02-01-02-14.wav,435770,47e6c6f676b81ebad66e4eb8d6aa309a3ddcbd6973f60284ce934381f4d3aec5,14,F,calm,1,S1,R2,strong
790,ravdess,Actor_14/03-01-02-02-02-01-14.wav,419754,9ca85b98b86234914dd5583bf0f69200f839979668fb49c7ef9709b9b0d763da,14,F,calm,1,S2,R1,strong
791,ravdess,Actor_14/03-01-02-02-02-02-14.wav,422958,c60696e9c48c0ff7b297e57683409f2fde8019543aeb1bbbb8e9b2d5a8d2df1e,14,F,calm,1,S2,R2,strong
792,ravdess,Actor_14/03-01-03-01-01-01-14.wav,416552,8e7dbbfa3bb002d8dd8a335cee66447f3bb9526b97c0f3f29c44f8072d02b182,14,F,happy,2,S1,R1,normal
793,ravdess,Actor_14/03-01-03-01-01-02-14.wav,413348,2e8d14cc171dc7549dc48f24bde34c996a424a4ff13e0416212b046abfaa034d,14,F,happy,2,S1,R2,normal
794,ravdess,Actor_14/03-01-03-01-02-01-14.wav,387722,14ba5a2473d5e4828b5a79c134784067de32b45ffbdc53f3372546f3261f64be,14,F,happy,2,S2,R1,normal
795,ravdess,Actor_14/03-01-03-01-02-02-14.wav,394128,0fcf9e43e1bb75c2bac841ac901218b0242a93e2b10fcb5937890589d48c9880,14,F,happy,2,S2,R2,normal
796,ravdess,Actor_14/03-01-03-02-01-01-14.wav,422956,859005eda9c937b4986c29745e556f214e09477327fbc0b8adaf58ce79cc1848,14,F,happy,2,S1,R1,strong
797,ravdess,Actor_14/03-01-03-02-01-02-14.wav,419754,09c0b8f915c97fb16a8b5e74c45de7724347e382fb11db62eb9646729982a360,14,F,happy,2,S1,R2,strong
798,ravdess,Actor_14/03-01-03-02-02-01-14.wav,429364,508543b551c11b5040fd8a6e81dffabe12b14d2e46b491156d50781a583ec86c,14,F,happy,2,S2,R1,strong
799,ravdess,Actor_14/03-01-03-02-02-02-14.wav,419754,0026f37a5f21e06226fb067af598951e288a42de826f3890892a990c281f848f,14,F,happy,2,S2,R2,strong
800,ravdess,Actor_14/03-01-04-01-01-01-14.wav,419738,248440b303b83e945ccc798ebcc6a7485aec8e2914cea1b4719dcf764841d3e6,14,F,sad,3,S1,R1,normal
801,ravdess,Actor_14/03-01-04-01-01-02-14.wav,406926,c37442655fc39c97685419295227153268f05864f197a96bccb58f24f23483e6,14,F,sad,3,S1,R2,normal
802,ravdess,Actor_14/03-01-04-01-02-01-14.wav,406926,1240db3d900702fb25e624f635f9091ec29c2efbf9044be0f9dcd08b9bfbdfdc,14,F,sad,3,S2,R1,normal
803,ravdess,Actor_14/03-01-04-01-02-02-14.wav,400520,7951893de0382f857aec9fba55f238cf2a1680832b87935a5ca751386dc3c1d9,14,F,sad,3,S2,R2,normal
804,ravdess,Actor_14/03-01-04-02-01-01-14.wav,432550,5f33a327fae0eeb9fb22dde3832be0187bef25f74e5383eaa3cc54bff3bcef4d,14,F,sad,3,S1,R1,strong
805,ravdess,Actor_14/03-01-04-02-01-02-14.wav,413332,e1688073f51b1b7d5518828494f8872a187e9bf5204c696d60a0f0c0cfec4488,14,F,sad,3,S1,R2,strong
806,ravdess,Actor_14/03-01-04-02-02-01-14.wav,413332,93a29be72506c121f3dec0d0b7f8be26cbf1c849b0ba9db9cc113c2c4290d07a,14,F,sad,3,S2,R1,strong
807,ravdess,Actor_14/03-01-04-02-02-02-14.wav,435756,7cf8290fcc2fd8d072d298b3c81d3bc22711cacd114085dd12d6899ee4c7b6fe,14,F,sad,3,S2,R2,strong
808,ravdess,Actor_14/03-01-05-01-01-01-14.wav,406924,7086f9cbd090f1d42933c5a59187974c847d1829e402ec4761f42200dfab1b74,14,F,angry,4,S1,R1,normal
809,ravdess,Actor_14/03-01-05-01-01-02-14.wav,416526,30dc94add3e33886b736ba12b340a269d4f38d132ae0384501ed0faaca8dbcf5,14,F,angry,4,S1,R2,normal
810,ravdess,Actor_14/03-01-05-01-02-01-14.wav,419738,e18de20616a0c4a650f2a748a97ce02104e403ecd8cc62f84079a2a1db09f3ea,14,F,angry,4,S2,R1,normal
811,ravdess,Actor_14/03-01-05-01-02-02-14.wav,435754,54b80bb439161065c07be343a685ebcec0f165c6b839a959b93295d06cc0d185,14,F,angry,4,S2,R2,normal
812,ravdess,Actor_14/03-01-05-02-01-01-14.wav,470990,7069df3f1feeb87c490545210c970583e10793c57a5d7c3b7b193091d532478f,14,F,angry,4,S1,R1,strong
813,ravdess,Actor_14/03-01-05-02-01-02-14.wav,480598,bb10ecee72411fd51c0cd8c6734425f88457ad9cb7a013aa3769c6a033bec487,14,F,angry,4,S1,R2,strong
814,ravdess,Actor_14/03-01-05-02-02-01-14.wav,461380,530958ccc33b1e2b33ec72d7c72112aa37ea96e78dcd3fd204b5574d39a4719a,14,F,angry,4,S2,R1,strong
815,ravdess,Actor_14/03-01-05-02-02-02-14.wav,483778,162f780ec00848a52c5b046a289de73d251bae8c8fc62f075071ef445c7cec01,14,F,angry,4,S2,R2,strong
816,ravdess,Actor_14/03-01-06-01-01-01-14.wav,384506,66d04e3fefdc8b60703c6a9d675958eb88a80d9acc7e0c9fd37a573762531928,14,F,fearful,5,S1,R1,normal
817,ravdess,Actor_14/03-01-06-01-01-02-14.wav,403722,fec1c4987aec81b434b25e9f0f4f6002f42e6bd7508afec509682a89cfaefd7b,14,F,fearful,5,S1,R2,normal
818,ravdess,Actor_14/03-01-06-01-02-01-14.wav,384504,2b8e2b065fdcfc705ab91840e093f2f2002bcf1d66373453f88b2c4a4359ef50,14,F,fearful,5,S2,R1,normal
819,ravdess,Actor_14/03-01-06-01-02-02-14.wav,384496,072d2705d27921b186f4f5d6ef6b32f1ea51ec8d046fdd851db03257999c67ba,14,F,fearful,5,S2,R2,normal
820,ravdess,Actor_14/03-01-06-02-01-01-14.wav,384512,c10c1033ee2bf9c08914048473cee6af7e3c5a22506fd1c9f052ef609ffa9bc8,14,F,fearful,5,S1,R1,strong
821,ravdess,Actor_14/03-01-06-02-01-02-14.wav,387690,15cdadd7780690adb7d720e3d3da179052f0c4585945e9de0201f4bceb9bdf59,14,F,fearful,5,S1,R2,strong
822,ravdess,Actor_14/03-01-06-02-02-01-14.wav,397326,dbf67c95e148e70c850e4a97165cf738a1535416cdeb3f4a4e6a875481be3946,14,F,fearful,5,S2,R1,strong
823,ravdess,Actor_14/03-01-06-02-02-02-14.wav,394122,6ccec76f421a2c507f72cebde3bdcea3f846ab17213dbf8450e083fc1100bcf4,14,F,fearful,5,S2,R2,strong
824,ravdess,Actor_14/03-01-07-01-01-01-14.wav,422950,781cebf64e7ad85411598aff4eae0c4f35d25d373595f226512f28cb65547d95,14,F,disgust,6,S1,R1,normal
825,ravdess,Actor_14/03-01-07-01-01-02-14.wav,410138,94c7b232c1b12c931d9b43249a6bb99567fe599973079fe7216c5a831f322566,14,F,disgust,6,S1,R2,normal
826,ravdess,Actor_14/03-01-07-01-02-01-14.wav,419746,02ef011236e3414180f8bd9e1b8dd0179e2a0472e484671e0bd5fe38f7c28a23,14,F,disgust,6,S2,R1,normal
827,ravdess,Actor_14/03-01-07-01-02-02-14.wav,422952,0f52aeba25b341abcac2e233b44138177ae2f6eff63d949461c52ba371c2d054,14,F,disgust,6,S2,R2,normal
828,ravdess,Actor_14/03-01-07-02-01-01-14.wav,438968,9049043eb96957d26de4a18c792f0240b9418900230d4680374217307d231215,14,F,disgust,6,S1,R1,strong
829,ravdess,Actor_14/03-01-07-02-01-02-14.wav,419750,2241e3f0a38fced4704e340a8d11033a7961a5b4ecebb1d951ca2c21355ff817,14,F,disgust,6,S1,R2,strong
830,ravdess,Actor_14/03-01-07-02-02-01-14.wav,413342,e99a94d324b7e5a797415c9f89c690544939008ca15301af65ec31631948328e,14,F,disgust,6,S2,R1,strong
831,ravdess,Actor_14/03-01-07-02-02-02-14.wav,426156,482e8c910f08a98a57314944222a37b2d16b1232ac5c8e77f45cb1d7277b0495,14,F,disgust,6,S2,R2,strong
832,ravdess,Actor_14/03-01-08-01-01-01-14.wav,410146,7b3716237cfc6ab4a79eba79f41839b3991bb4ca67d867f8e159b67a6ed14481,14,F,surprised,7,S1,R1,normal
833,ravdess,Actor_14/03-01-08-01-01-02-14.wav,403632,edd17d04a1904433196f7c996f646fcbd4482067c786fa3ac32281b30af55447,14,F,surprised,7,S1,R2,normal
834,ravdess,Actor_14/03-01-08-01-02-01-14.wav,368498,b7b9b99086e2f481bd8371a109d6c4ac0c485771009e2c387d90c2576b162e5d,14,F,surprised,7,S2,R1,normal
835,ravdess,Actor_14/03-01-08-01-02-02-14.wav,378112,3f98723481642494c9021ba39378ee98b0337a1cae4cca8d3fe9abe1472ca31b,14,F,surprised,7,S2,R2,normal
836,ravdess,Actor_14/03-01-08-02-01-01-14.wav,442170,69072d302d081dd73241ee4035e7dc5a661fc09fd62c4daf769b0a7b6f91e24c,14,F,surprised,7,S1,R1,strong
837,ravdess,Actor_14/03-01-08-02-01-02-14.wav,416546,6407dc93fd890a054a40a55c0e54e6c09cdabf073983dccbaff8d8fcdb7b5cd7,14,F,surprised,7,S1,R2,strong
838,ravdess,Actor_14/03-01-08-02-02-01-14.wav,416544,e49efac4653fbe19fe28c486241afca9f9cacba2ec3904266826b64c7e39799a,14,F,surprised,7,S2,R1,strong
